dep,date_de_passage,sursaud_cl_age_corona,nbre_pass_corona,nbre_pass_tot,nbre_hospit_corona,nbre_pass_corona_h,nbre_pass_corona_f,nbre_pass_tot_h,nbre_pass_tot_f,nbre_hospit_corona_h,nbre_hospit_corona_f,nbre_acte_corona,nbre_acte_tot,nbre_acte_corona_h,nbre_acte_corona_f,nbre_acte_tot_h,nbre_acte_tot_f
81,2020-03-04,C,0,55,0,,,,,,,,,,,,
81,2020-03-04,D,0,23,0,,,,,,,,,,,,
81,2020-03-04,E,0,29,0,,,,,,,,,,,,
82,2020-03-04,0,0,148,0,0,0,75,73,0,0,,,,,,
82,2020-03-04,A,0,33,0,,,,,,,,,,,,
82,2020-03-04,B,0,47,0,,,,,,,,,,,,
82,2020-03-04,C,0,32,0,,,,,,,,,,,,
82,2020-03-04,D,0,10,0,,,,,,,,,,,,
82,2020-03-04,E,0,26,0,,,,,,,,,,,,
83,2020-03-04,0,0,665,0,0,0,349,316,0,0,0,601,0,0,251,350
83,2020-03-04,A,0,131,0,,,,,,,0,193,,,,
83,2020-03-04,B,0,204,0,,,,,,,0,220,,,,
83,2020-03-04,C,0,118,0,,,,,,,0,97,,,,
83,2020-03-04,D,0,72,0,,,,,,,0,36,,,,
83,2020-03-04,E,0,140,0,,,,,,,0,53,,,,
84,2020-03-04,0,0,489,0,0,0,245,244,0,0,0,37,0,0,12,25
84,2020-03-04,A,0,104,0,,,,,,,0,9,,,,
84,2020-03-04,B,0,160,0,,,,,,,0,19,,,,
84,2020-03-04,C,0,97,0,,,,,,,0,5,,,,
84,2020-03-04,D,0,42,0,,,,,,,0,1,,,,
84,2020-03-04,E,0,86,0,,,,,,,0,3,,,,
85,2020-03-04,0,7,405,0,2,5,218,187,0,0,,,,,,
85,2020-03-04,A,2,71,0,,,,,,,,,,,,
85,2020-03-04,B,4,144,0,,,,,,,,,,,,
85,2020-03-04,C,1,80,0,,,,,,,,,,,,
85,2020-03-04,D,0,39,0,,,,,,,,,,,,
85,2020-03-04,E,0,71,0,,,,,,,,,,,,
86,2020-03-04,0,0,216,0,0,0,118,98,0,0,,,,,,
86,2020-03-04,A,0,40,0,,,,,,,,,,,,
86,2020-03-04,B,0,90,0,,,,,,,,,,,,
86,2020-03-04,C,0,43,0,,,,,,,,,,,,
86,2020-03-04,D,0,18,0,,,,,,,,,,,,
86,2020-03-04,E,0,25,0,,,,,,,,,,,,
87,2020-03-04,0,0,294,0,0,0,149,145,0,0,0,234,0,0,94,140
87,2020-03-04,A,0,51,0,,,,,,,0,42,,,,
87,2020-03-04,B,0,83,0,,,,,,,0,116,,,,
87,2020-03-04,C,0,56,0,,,,,,,0,35,,,,
87,2020-03-04,D,0,40,0,,,,,,,0,12,,,,
87,2020-03-04,E,0,64,0,,,,,,,0,29,,,,
88,2020-03-04,0,7,289,0,3,4,151,137,0,0,,,,,,
88,2020-03-04,A,0,76,0,,,,,,,,,,,,
88,2020-03-04,B,1,79,0,,,,,,,,,,,,
88,2020-03-04,C,5,55,0,,,,,,,,,,,,
88,2020-03-04,D,0,23,0,,,,,,,,,,,,
88,2020-03-04,E,1,56,0,,,,,,,,,,,,
89,2020-03-04,0,1,344,1,0,1,178,166,0,1,0,95,0,0,39,56
89,2020-03-04,A,0,92,0,,,,,,,0,20,,,,
89,2020-03-04,B,1,101,1,,,,,,,0,39,,,,
89,2020-03-04,C,0,66,0,,,,,,,0,20,,,,
89,2020-03-04,D,0,30,0,,,,,,,0,8,,,,
89,2020-03-04,E,0,55,0,,,,,,,0,8,,,,
90,2020-03-04,0,0,136,0,0,0,79,57,0,0,,,,,,
90,2020-03-04,A,0,6,0,,,,,,,,,,,,
90,2020-03-04,B,0,50,0,,,,,,,,,,,,
90,2020-03-04,C,0,40,0,,,,,,,,,,,,
90,2020-03-04,D,0,13,0,,,,,,,,,,,,
90,2020-03-04,E,0,27,0,,,,,,,,,,,,
91,2020-03-04,0,1,629,1,0,1,307,322,0,1,0,146,0,0,70,76
91,2020-03-04,A,0,117,0,,,,,,,0,59,,,,
91,2020-03-04,B,0,282,0,,,,,,,0,49,,,,
91,2020-03-04,C,0,127,0,,,,,,,0,22,,,,
91,2020-03-04,D,1,38,1,,,,,,,0,5,,,,
91,2020-03-04,E,0,65,0,,,,,,,0,11,,,,
92,2020-03-04,0,1,830,1,1,0,415,415,1,0,,,,,,
92,2020-03-04,A,0,275,0,,,,,,,,,,,,
92,2020-03-04,B,1,294,1,,,,,,,,,,,,
92,2020-03-04,C,0,145,0,,,,,,,,,,,,
92,2020-03-04,D,0,42,0,,,,,,,,,,,,
92,2020-03-04,E,0,74,0,,,,,,,,,,,,
93,2020-03-04,0,0,951,0,0,0,506,445,0,0,,,,,,
93,2020-03-04,A,0,252,0,,,,,,,,,,,,
93,2020-03-04,B,0,412,0,,,,,,,,,,,,
93,2020-03-04,C,0,177,0,,,,,,,,,,,,
93,2020-03-04,D,0,62,0,,,,,,,,,,,,
93,2020-03-04,E,0,48,0,,,,,,,,,,,,
94,2020-03-04,0,2,928,1,0,2,491,437,0,1,,,,,,
94,2020-03-04,A,0,173,0,,,,,,,,,,,,
94,2020-03-04,B,2,423,1,,,,,,,,,,,,
94,2020-03-04,C,0,175,0,,,,,,,,,,,,
94,2020-03-04,D,0,58,0,,,,,,,,,,,,
94,2020-03-04,E,0,99,0,,,,,,,,,,,,
95,2020-03-04,0,4,854,0,2,2,445,409,0,0,0,293,0,0,129,163
95,2020-03-04,A,0,231,0,,,,,,,0,108,,,,
95,2020-03-04,B,4,352,0,,,,,,,0,126,,,,
95,2020-03-04,C,0,161,0,,,,,,,0,35,,,,
95,2020-03-04,D,0,37,0,,,,,,,0,9,,,,
95,2020-03-04,E,0,73,0,,,,,,,0,15,,,,
971,2020-03-04,0,0,222,0,0,0,107,115,0,0,,,,,,
971,2020-03-04,A,0,70,0,,,,,,,,,,,,
971,2020-03-04,B,0,73,0,,,,,,,,,,,,
971,2020-03-04,C,0,39,0,,,,,,,,,,,,
971,2020-03-04,D,0,10,0,,,,,,,,,,,,
971,2020-03-04,E,0,30,0,,,,,,,,,,,,
972,2020-03-04,0,,,,,,,,,,0,153,0,0,57,96
972,2020-03-04,A,,,,,,,,,,0,27,,,,
972,2020-03-04,B,,,,,,,,,,0,50,,,,
972,2020-03-04,C,,,,,,,,,,0,40,,,,
972,2020-03-04,D,,,,,,,,,,0,13,,,,
972,2020-03-04,E,,,,,,,,,,0,23,,,,
973,2020-03-04,0,0,306,0,0,0,149,157,0,0,,,,,,
973,2020-03-04,A,0,104,0,,,,,,,,,,,,
973,2020-03-04,B,0,120,0,,,,,,,,,,,,
973,2020-03-04,C,0,63,0,,,,,,,,,,,,
973,2020-03-04,D,0,11,0,,,,,,,,,,,,
973,2020-03-04,E,0,8,0,,,,,,,,,,,,
974,2020-03-04,0,0,512,0,0,0,276,236,0,0,,,,,,
974,2020-03-04,A,0,134,0,,,,,,,,,,,,
974,2020-03-04,B,0,174,0,,,,,,,,,,,,
974,2020-03-04,C,0,110,0,,,,,,,,,,,,
974,2020-03-04,D,0,44,0,,,,,,,,,,,,
974,2020-03-04,E,0,50,0,,,,,,,,,,,,
976,2020-03-04,0,0,128,0,0,0,68,60,0,0,,,,,,
976,2020-03-04,A,0,55,0,,,,,,,,,,,,
976,2020-03-04,B,0,51,0,,,,,,,,,,,,
976,2020-03-04,C,0,18,0,,,,,,,,,,,,
976,2020-03-04,D,0,2,0,,,,,,,,,,,,
976,2020-03-04,E,0,2,0,,,,,,,,,,,,
01,2020-03-05,0,0,263,0,0,0,117,146,0,0,,,,,,
01,2020-03-05,A,0,52,0,,,,,,,,,,,,
01,2020-03-05,B,0,90,0,,,,,,,,,,,,
01,2020-03-05,C,0,46,0,,,,,,,,,,,,
01,2020-03-05,D,0,27,0,,,,,,,,,,,,
01,2020-03-05,E,0,48,0,,,,,,,,,,,,
02,2020-03-05,0,5,428,1,1,4,210,218,1,0,0,374,0,0,176,198
02,2020-03-05,A,0,104,0,,,,,,,0,118,,,,
02,2020-03-05,B,3,146,1,,,,,,,0,154,,,,
02,2020-03-05,C,2,73,0,,,,,,,0,52,,,,
02,2020-03-05,D,0,30,0,,,,,,,0,17,,,,
02,2020-03-05,E,0,75,0,,,,,,,0,31,,,,
03,2020-03-05,0,0,175,0,0,0,90,85,0,0,,,,,,
03,2020-03-05,A,0,19,0,,,,,,,,,,,,
03,2020-03-05,B,0,66,0,,,,,,,,,,,,
03,2020-03-05,C,0,42,0,,,,,,,,,,,,
03,2020-03-05,D,0,12,0,,,,,,,,,,,,
03,2020-03-05,E,0,36,0,,,,,,,,,,,,
04,2020-03-05,0,0,168,0,0,0,86,82,0,0,,,,,,
04,2020-03-05,A,0,35,0,,,,,,,,,,,,
04,2020-03-05,B,0,48,0,,,,,,,,,,,,
04,2020-03-05,C,0,38,0,,,,,,,,,,,,
04,2020-03-05,D,0,19,0,,,,,,,,,,,,
04,2020-03-05,E,0,28,0,,,,,,,,,,,,
05,2020-03-05,0,2,135,2,1,1,83,52,1,1,,,,,,
05,2020-03-05,A,0,32,0,,,,,,,,,,,,
05,2020-03-05,B,0,34,0,,,,,,,,,,,,
05,2020-03-05,C,2,35,2,,,,,,,,,,,,
05,2020-03-05,D,0,14,0,,,,,,,,,,,,
05,2020-03-05,E,0,20,0,,,,,,,,,,,,
06,2020-03-05,0,6,844,6,4,2,413,430,4,2,0,197,0,0,75,122
06,2020-03-05,A,0,170,0,,,,,,,0,46,,,,
06,2020-03-05,B,0,272,0,,,,,,,0,89,,,,
06,2020-03-05,C,2,191,2,,,,,,,0,30,,,,
06,2020-03-05,D,0,75,0,,,,,,,0,11,,,,
06,2020-03-05,E,4,136,4,,,,,,,0,21,,,,
07,2020-03-05,0,0,140,0,0,0,68,72,0,0,,,,,,
07,2020-03-05,A,0,16,0,,,,,,,,,,,,
07,2020-03-05,B,0,44,0,,,,,,,,,,,,
07,2020-03-05,C,0,35,0,,,,,,,,,,,,
07,2020-03-05,D,0,15,0,,,,,,,,,,,,
07,2020-03-05,E,0,30,0,,,,,,,,,,,,
08,2020-03-05,0,0,233,0,0,0,103,130,0,0,,,,,,
08,2020-03-05,A,0,64,0,,,,,,,,,,,,
08,2020-03-05,B,0,84,0,,,,,,,,,,,,
08,2020-03-05,C,0,31,0,,,,,,,,,,,,
08,2020-03-05,D,0,20,0,,,,,,,,,,,,
08,2020-03-05,E,0,34,0,,,,,,,,,,,,
09,2020-03-05,0,0,121,0,0,0,48,73,0,0,,,,,,
09,2020-03-05,A,0,25,0,,,,,,,,,,,,
09,2020-03-05,B,0,43,0,,,,,,,,,,,,
09,2020-03-05,C,0,26,0,,,,,,,,,,,,
09,2020-03-05,D,0,8,0,,,,,,,,,,,,
09,2020-03-05,E,0,19,0,,,,,,,,,,,,
10,2020-03-05,0,0,184,0,0,0,77,106,0,0,0,112,0,0,50,62
10,2020-03-05,A,0,42,0,,,,,,,0,38,,,,
10,2020-03-05,B,0,68,0,,,,,,,0,55,,,,
10,2020-03-05,C,0,28,0,,,,,,,0,8,,,,
10,2020-03-05,D,0,12,0,,,,,,,0,2,,,,
10,2020-03-05,E,0,34,0,,,,,,,0,9,,,,
11,2020-03-05,0,0,291,0,0,0,144,147,0,0,,,,,,
11,2020-03-05,A,0,52,0,,,,,,,,,,,,
11,2020-03-05,B,0,115,0,,,,,,,,,,,,
11,2020-03-05,C,0,60,0,,,,,,,,,,,,
11,2020-03-05,D,0,27,0,,,,,,,,,,,,
11,2020-03-05,E,0,37,0,,,,,,,,,,,,
12,2020-03-05,0,0,123,0,0,0,67,56,0,0,,,,,,
12,2020-03-05,A,0,14,0,,,,,,,,,,,,
12,2020-03-05,B,0,46,0,,,,,,,,,,,,
12,2020-03-05,C,0,35,0,,,,,,,,,,,,
12,2020-03-05,D,0,12,0,,,,,,,,,,,,
12,2020-03-05,E,0,16,0,,,,,,,,,,,,
13,2020-03-05,0,11,1359,0,6,5,705,654,0,0,0,245,0,0,80,164
13,2020-03-05,A,0,311,0,,,,,,,0,96,,,,
13,2020-03-05,B,7,520,0,,,,,,,0,94,,,,
13,2020-03-05,C,3,246,0,,,,,,,0,29,,,,
13,2020-03-05,D,1,92,0,,,,,,,0,12,,,,
13,2020-03-05,E,0,190,0,,,,,,,0,14,,,,
14,2020-03-05,0,4,441,3,2,2,236,205,2,1,2,370,1,1,166,204
14,2020-03-05,A,0,89,0,,,,,,,1,112,,,,
14,2020-03-05,B,1,146,0,,,,,,,1,171,,,,
14,2020-03-05,C,2,87,2,,,,,,,0,47,,,,
14,2020-03-05,D,1,47,1,,,,,,,0,15,,,,
14,2020-03-05,E,0,72,0,,,,,,,0,25,,,,
15,2020-03-05,0,0,67,0,0,0,32,35,0,0,,,,,,
15,2020-03-05,A,0,8,0,,,,,,,,,,,,
15,2020-03-05,B,0,17,0,,,,,,,,,,,,
15,2020-03-05,C,0,18,0,,,,,,,,,,,,
15,2020-03-05,D,0,8,0,,,,,,,,,,,,
15,2020-03-05,E,0,16,0,,,,,,,,,,,,
16,2020-03-05,0,0,223,0,0,0,115,108,0,0,,,,,,
16,2020-03-05,A,0,19,0,,,,,,,,,,,,
16,2020-03-05,B,0,66,0,,,,,,,,,,,,
16,2020-03-05,C,0,47,0,,,,,,,,,,,,
16,2020-03-05,D,0,21,0,,,,,,,,,,,,
16,2020-03-05,E,0,70,0,,,,,,,,,,,,
17,2020-03-05,0,0,390,0,0,0,194,196,0,0,0,36,0,0,19,17
17,2020-03-05,A,0,38,0,,,,,,,0,8,,,,
17,2020-03-05,B,0,132,0,,,,,,,0,11,,,,
17,2020-03-05,C,0,76,0,,,,,,,0,8,,,,
17,2020-03-05,D,0,46,0,,,,,,,0,3,,,,
17,2020-03-05,E,0,98,0,,,,,,,0,6,,,,
18,2020-03-05,0,0,130,0,0,0,65,65,0,0,0,245,0,0,124,121
18,2020-03-05,A,0,19,0,,,,,,,0,68,,,,
18,2020-03-05,B,0,44,0,,,,,,,0,131,,,,
18,2020-03-05,C,0,32,0,,,,,,,0,32,,,,
18,2020-03-05,D,0,11,0,,,,,,,0,6,,,,
18,2020-03-05,E,0,24,0,,,,,,,0,8,,,,
19,2020-03-05,0,0,166,0,0,0,90,76,0,0,,,,,,
19,2020-03-05,A,0,21,0,,,,,,,,,,,,
19,2020-03-05,B,0,44,0,,,,,,,,,,,,
19,2020-03-05,C,0,31,0,,,,,,,,,,,,
19,2020-03-05,D,0,25,0,,,,,,,,,,,,
19,2020-03-05,E,0,45,0,,,,,,,,,,,,
21,2020-03-05,0,2,287,0,1,1,146,141,0,0,1,163,1,0,66,97
21,2020-03-05,A,0,20,0,,,,,,,0,28,,,,
21,2020-03-05,B,0,109,0,,,,,,,1,89,,,,
21,2020-03-05,C,2,67,0,,,,,,,0,23,,,,
21,2020-03-05,D,0,37,0,,,,,,,0,6,,,,
21,2020-03-05,E,0,54,0,,,,,,,0,17,,,,
22,2020-03-05,0,0,314,0,0,0,159,155,0,0,,,,,,
22,2020-03-05,A,0,75,0,,,,,,,,,,,,
22,2020-03-05,B,0,107,0,,,,,,,,,,,,
22,2020-03-05,C,0,49,0,,,,,,,,,,,,
22,2020-03-05,D,0,30,0,,,,,,,,,,,,
22,2020-03-05,E,0,53,0,,,,,,,,,,,,
23,2020-03-05,0,0,64,0,0,0,31,33,0,0,,,,,,
23,2020-03-05,A,0,9,0,,,,,,,,,,,,
23,2020-03-05,B,0,17,0,,,,,,,,,,,,
23,2020-03-05,C,0,14,0,,,,,,,,,,,,
23,2020-03-05,D,0,9,0,,,,,,,,,,,,
23,2020-03-05,E,0,15,0,,,,,,,,,,,,
24,2020-03-05,0,0,173,0,0,0,89,84,0,0,,,,,,
24,2020-03-05,A,0,16,0,,,,,,,,,,,,
24,2020-03-05,B,0,46,0,,,,,,,,,,,,
24,2020-03-05,C,0,40,0,,,,,,,,,,,,
24,2020-03-05,D,0,31,0,,,,,,,,,,,,
24,2020-03-05,E,0,40,0,,,,,,,,,,,,
25,2020-03-05,0,3,227,0,2,1,119,108,0,0,1,111,1,0,49,61
25,2020-03-05,A,1,35,0,,,,,,,1,21,,,,
25,2020-03-05,B,2,89,0,,,,,,,0,41,,,,
25,2020-03-05,C,0,39,0,,,,,,,0,15,,,,
25,2020-03-05,D,0,28,0,,,,,,,0,11,,,,
25,2020-03-05,E,0,36,0,,,,,,,0,17,,,,
26,2020-03-05,0,4,318,0,2,2,178,140,0,0,,,,,,
26,2020-03-05,A,0,79,0,,,,,,,,,,,,
26,2020-03-05,B,2,103,0,,,,,,,,,,,,
26,2020-03-05,C,2,56,0,,,,,,,,,,,,
26,2020-03-05,D,0,36,0,,,,,,,,,,,,
26,2020-03-05,E,0,44,0,,,,,,,,,,,,
27,2020-03-05,0,0,208,0,0,0,93,115,0,0,,,,,,
27,2020-03-05,A,0,36,0,,,,,,,,,,,,
27,2020-03-05,B,0,78,0,,,,,,,,,,,,
27,2020-03-05,C,0,52,0,,,,,,,,,,,,
27,2020-03-05,D,0,21,0,,,,,,,,,,,,
27,2020-03-05,E,0,21,0,,,,,,,,,,,,
28,2020-03-05,0,2,366,0,2,0,182,184,0,0,,,,,,
28,2020-03-05,A,1,47,0,,,,,,,,,,,,
28,2020-03-05,B,1,144,0,,,,,,,,,,,,
28,2020-03-05,C,0,73,0,,,,,,,,,,,,
28,2020-03-05,D,0,36,0,,,,,,,,,,,,
28,2020-03-05,E,0,66,0,,,,,,,,,,,,
29,2020-03-05,0,0,545,0,0,0,290,255,0,0,0,200,0,0,86,114
29,2020-03-05,A,0,116,0,,,,,,,0,56,,,,
29,2020-03-05,B,0,172,0,,,,,,,0,87,,,,
29,2020-03-05,C,0,95,0,,,,,,,0,34,,,,
29,2020-03-05,D,0,68,0,,,,,,,0,5,,,,
29,2020-03-05,E,0,94,0,,,,,,,0,18,,,,
2A,2020-03-05,0,8,112,0,1,7,54,58,0,0,0,28,0,0,12,15
2A,2020-03-05,A,2,25,0,,,,,,,0,7,,,,
2A,2020-03-05,B,4,40,0,,,,,,,0,12,,,,
2A,2020-03-05,C,2,17,0,,,,,,,0,2,,,,
2A,2020-03-05,D,0,9,0,,,,,,,0,3,,,,
2A,2020-03-05,E,0,21,0,,,,,,,0,2,,,,
2B,2020-03-05,0,7,128,7,2,5,76,52,2,5,,,,,,
2B,2020-03-05,A,1,33,1,,,,,,,,,,,,
2B,2020-03-05,B,4,40,4,,,,,,,,,,,,
2B,2020-03-05,C,2,25,2,,,,,,,,,,,,
2B,2020-03-05,D,0,13,0,,,,,,,,,,,,
2B,2020-03-05,E,0,17,0,,,,,,,,,,,,
30,2020-03-05,0,0,507,0,0,0,259,248,0,0,0,88,0,0,35,53
30,2020-03-05,A,0,130,0,,,,,,,0,30,,,,
30,2020-03-05,B,0,181,0,,,,,,,0,40,,,,
30,2020-03-05,C,0,88,0,,,,,,,0,9,,,,
30,2020-03-05,D,0,31,0,,,,,,,0,5,,,,
30,2020-03-05,E,0,77,0,,,,,,,0,4,,,,
31,2020-03-05,0,5,819,4,2,3,400,419,2,2,1,140,0,1,56,84
31,2020-03-05,A,0,174,0,,,,,,,1,37,,,,
31,2020-03-05,B,1,355,0,,,,,,,0,70,,,,
31,2020-03-05,C,1,131,1,,,,,,,0,16,,,,
31,2020-03-05,D,1,58,1,,,,,,,0,6,,,,
31,2020-03-05,E,2,101,2,,,,,,,0,11,,,,
32,2020-03-05,0,0,71,0,0,0,47,24,0,0,,,,,,
32,2020-03-05,A,0,14,0,,,,,,,,,,,,
32,2020-03-05,B,0,22,0,,,,,,,,,,,,
32,2020-03-05,C,0,13,0,,,,,,,,,,,,
32,2020-03-05,D,0,6,0,,,,,,,,,,,,
32,2020-03-05,E,0,16,0,,,,,,,,,,,,
33,2020-03-05,0,2,829,0,1,1,431,398,0,0,0,887,0,0,384,503
33,2020-03-05,A,0,126,0,,,,,,,0,213,,,,
33,2020-03-05,B,2,312,0,,,,,,,0,403,,,,
33,2020-03-05,C,0,154,0,,,,,,,0,136,,,,
33,2020-03-05,D,0,81,0,,,,,,,0,53,,,,
33,2020-03-05,E,0,156,0,,,,,,,0,82,,,,
34,2020-03-05,0,0,824,0,0,0,427,397,0,0,0,79,0,0,37,42
34,2020-03-05,A,0,205,0,,,,,,,0,36,,,,
34,2020-03-05,B,0,288,0,,,,,,,0,32,,,,
34,2020-03-05,C,0,137,0,,,,,,,0,7,,,,
34,2020-03-05,D,0,88,0,,,,,,,0,2,,,,
34,2020-03-05,E,0,106,0,,,,,,,0,2,,,,
35,2020-03-05,0,0,559,0,0,0,286,273,0,0,0,149,0,0,69,80
35,2020-03-05,A,0,140,0,,,,,,,0,20,,,,
35,2020-03-05,B,0,208,0,,,,,,,0,75,,,,
35,2020-03-05,C,0,104,0,,,,,,,0,16,,,,
35,2020-03-05,D,0,29,0,,,,,,,0,7,,,,
35,2020-03-05,E,0,78,0,,,,,,,0,31,,,,
36,2020-03-05,0,0,125,0,0,0,55,70,0,0,,,,,,
36,2020-03-05,A,0,27,0,,,,,,,,,,,,
36,2020-03-05,B,0,34,0,,,,,,,,,,,,
36,2020-03-05,C,0,19,0,,,,,,,,,,,,
36,2020-03-05,D,0,16,0,,,,,,,,,,,,
36,2020-03-05,E,0,29,0,,,,,,,,,,,,
37,2020-03-05,0,0,349,0,0,0,170,179,0,0,0,181,0,0,74,107
37,2020-03-05,A,0,107,0,,,,,,,0,37,,,,
37,2020-03-05,B,0,103,0,,,,,,,0,100,,,,
37,2020-03-05,C,0,63,0,,,,,,,0,22,,,,
37,2020-03-05,D,0,26,0,,,,,,,0,6,,,,
37,2020-03-05,E,0,50,0,,,,,,,0,16,,,,
38,2020-03-05,0,0,813,0,0,0,406,407,0,0,0,211,0,0,91,120
38,2020-03-05,A,0,188,0,,,,,,,0,37,,,,
38,2020-03-05,B,0,293,0,,,,,,,0,103,,,,
38,2020-03-05,C,0,146,0,,,,,,,0,38,,,,
38,2020-03-05,D,0,64,0,,,,,,,0,6,,,,
38,2020-03-05,E,0,122,0,,,,,,,0,27,,,,
39,2020-03-05,0,2,208,1,1,1,97,111,1,0,,,,,,
39,2020-03-05,A,0,41,0,,,,,,,,,,,,
39,2020-03-05,B,2,71,1,,,,,,,,,,,,
39,2020-03-05,C,0,41,0,,,,,,,,,,,,
39,2020-03-05,D,0,13,0,,,,,,,,,,,,
39,2020-03-05,E,0,42,0,,,,,,,,,,,,
40,2020-03-05,0,0,183,0,0,0,95,88,0,0,,,,,,
40,2020-03-05,A,0,31,0,,,,,,,,,,,,
40,2020-03-05,B,0,62,0,,,,,,,,,,,,
40,2020-03-05,C,0,30,0,,,,,,,,,,,,
40,2020-03-05,D,0,24,0,,,,,,,,,,,,
40,2020-03-05,E,0,36,0,,,,,,,,,,,,
41,2020-03-05,0,0,253,0,0,0,129,124,0,0,,,,,,
41,2020-03-05,A,0,55,0,,,,,,,,,,,,
41,2020-03-05,B,0,71,0,,,,,,,,,,,,
41,2020-03-05,C,0,65,0,,,,,,,,,,,,
41,2020-03-05,D,0,27,0,,,,,,,,,,,,
41,2020-03-05,E,0,35,0,,,,,,,,,,,,
42,2020-03-05,0,0,695,0,0,0,356,339,0,0,0,140,0,0,59,79
42,2020-03-05,A,0,128,0,,,,,,,0,27,,,,
42,2020-03-05,B,0,267,0,,,,,,,0,56,,,,
42,2020-03-05,C,0,124,0,,,,,,,0,27,,,,
42,2020-03-05,D,0,62,0,,,,,,,0,9,,,,
42,2020-03-05,E,0,114,0,,,,,,,0,21,,,,
43,2020-03-05,0,0,23,0,0,0,16,7,0,0,,,,,,
43,2020-03-05,A,0,3,0,,,,,,,,,,,,
43,2020-03-05,B,0,3,0,,,,,,,,,,,,
43,2020-03-05,C,0,4,0,,,,,,,,,,,,
43,2020-03-05,D,0,6,0,,,,,,,,,,,,
43,2020-03-05,E,0,7,0,,,,,,,,,,,,
44,2020-03-05,0,13,536,1,6,7,287,249,1,0,0,550,0,0,248,296
44,2020-03-05,A,2,130,0,,,,,,,0,161,,,,
44,2020-03-05,B,9,196,0,,,,,,,0,231,,,,
44,2020-03-05,C,1,95,0,,,,,,,0,49,,,,
44,2020-03-05,D,0,44,0,,,,,,,0,37,,,,
44,2020-03-05,E,1,70,1,,,,,,,0,71,,,,
45,2020-03-05,0,0,397,0,0,0,192,205,0,0,0,40,0,0,22,18
45,2020-03-05,A,0,97,0,,,,,,,0,7,,,,
45,2020-03-05,B,0,154,0,,,,,,,0,14,,,,
45,2020-03-05,C,0,64,0,,,,,,,0,8,,,,
45,2020-03-05,D,0,35,0,,,,,,,0,2,,,,
45,2020-03-05,E,0,47,0,,,,,,,0,9,,,,
46,2020-03-05,0,0,99,0,0,0,49,50,0,0,,,,,,
46,2020-03-05,A,0,21,0,,,,,,,,,,,,
46,2020-03-05,B,0,37,0,,,,,,,,,,,,
46,2020-03-05,C,0,16,0,,,,,,,,,,,,
46,2020-03-05,D,0,11,0,,,,,,,,,,,,
46,2020-03-05,E,0,14,0,,,,,,,,,,,,
47,2020-03-05,0,2,218,0,0,2,108,110,0,0,,,,,,
47,2020-03-05,A,0,25,0,,,,,,,,,,,,
47,2020-03-05,B,0,78,0,,,,,,,,,,,,
47,2020-03-05,C,1,49,0,,,,,,,,,,,,
47,2020-03-05,D,1,22,0,,,,,,,,,,,,
47,2020-03-05,E,0,44,0,,,,,,,,,,,,
48,2020-03-05,0,0,25,0,0,0,11,14,0,0,,,,,,
48,2020-03-05,A,0,6,0,,,,,,,,,,,,
48,2020-03-05,B,0,11,0,,,,,,,,,,,,
48,2020-03-05,C,0,3,0,,,,,,,,,,,,
48,2020-03-05,D,,,,,,,,,,,,,,,
48,2020-03-05,E,0,5,0,,,,,,,,,,,,
49,2020-03-05,0,0,379,0,0,0,181,198,0,0,,,,,,
49,2020-03-05,A,0,73,0,,,,,,,,,,,,
49,2020-03-05,B,0,149,0,,,,,,,,,,,,
49,2020-03-05,C,0,62,0,,,,,,,,,,,,
49,2020-03-05,D,0,31,0,,,,,,,,,,,,
49,2020-03-05,E,0,64,0,,,,,,,,,,,,
50,2020-03-05,0,0,393,0,0,0,179,214,0,0,0,171,0,0,82,89
50,2020-03-05,A,0,78,0,,,,,,,0,28,,,,
50,2020-03-05,B,0,142,0,,,,,,,0,93,,,,
50,2020-03-05,C,0,68,0,,,,,,,0,38,,,,
50,2020-03-05,D,0,26,0,,,,,,,0,5,,,,
50,2020-03-05,E,0,79,0,,,,,,,0,7,,,,
51,2020-03-05,0,0,358,0,0,0,199,159,0,0,0,39,0,0,17,22
51,2020-03-05,A,0,77,0,,,,,,,0,12,,,,
51,2020-03-05,B,0,143,0,,,,,,,0,15,,,,
51,2020-03-05,C,0,67,0,,,,,,,0,7,,,,
51,2020-03-05,D,0,23,0,,,,,,,0,1,,,,
51,2020-03-05,E,0,48,0,,,,,,,0,4,,,,
52,2020-03-05,0,0,155,0,0,0,85,70,0,0,,,,,,
52,2020-03-05,A,0,39,0,,,,,,,,,,,,
52,2020-03-05,B,0,51,0,,,,,,,,,,,,
52,2020-03-05,C,0,31,0,,,,,,,,,,,,
52,2020-03-05,D,0,13,0,,,,,,,,,,,,
52,2020-03-05,E,0,21,0,,,,,,,,,,,,
53,2020-03-05,0,0,70,0,0,0,42,28,0,0,,,,,,
53,2020-03-05,A,0,3,0,,,,,,,,,,,,
53,2020-03-05,B,0,34,0,,,,,,,,,,,,
53,2020-03-05,C,0,15,0,,,,,,,,,,,,
53,2020-03-05,D,0,7,0,,,,,,,,,,,,
53,2020-03-05,E,0,11,0,,,,,,,,,,,,
54,2020-03-05,0,0,390,0,0,0,218,172,0,0,0,156,0,0,79,77
54,2020-03-05,A,0,80,0,,,,,,,0,43,,,,
54,2020-03-05,B,0,146,0,,,,,,,0,70,,,,
